id,danceability,popularity
1664,0.629,21
1665,0.565,17
1666,0.695,21
1667,0.86,20
1668,0.743,19
1669,0.44,18
1670,0.868,18
1671,0.745,19
1672,0.508,19
1673,0.818,17
1674,0.577,17
1675,0.77,18
1676,0.781,18
1677,0.661,20
1678,0.794,18
1679,0.696,20
1680,0.669,19
1681,0.807,18
1682,0.716,19
1683,0.651,19
1684,0.763,18
1685,0.427,19
1686,0.605,18
1687,0.68,18
1688,0.747,18
1689,0.721,18
1690,0.628,19
1691,0.692,20
1692,0.782,18
1693,0.705,20
1694,0.359,19
1695,0.696,19
1696,0.751,19
1697,0.713,18
1698,0.635,21
1699,0.679,19
1700,0.594,41
1701,0.564,38
1702,0.652,44
1703,0.79,17
1704,0.285,37
1705,0.522,17
1706,0.672,18
1707,0.766,17
1708,0.562,17
1709,0.77,17
1710,0.641,17
1711,0.809,18
1712,0.664,18
1713,0.615,51
1714,0.709,17
1715,0.594,17
1716,0.586,18
1717,0.745,17
1718,0.544,18
1719,0.615,18
1720,0.58,18
1721,0.644,17
1722,0.534,18
1723,0.66,17
1724,0.776,17
1725,0.774,17
1726,0.705,17
1727,0.511,17
1728,0.72,19
1729,0.817,18
1730,0.802,17
1731,0.619,18
1732,0.713,19
1733,0.716,18
1734,0.793,19
1735,0.343,18
1736,0.649,18
1737,0.569,18
1738,0.737,20
1739,0.679,18
1740,0.748,19
1741,0.763,18
1742,0.746,18
1743,0.514,19
1744,0.761,17
1745,0.589,20
1746,0.677,21
1747,0.643,18
1748,0.785,18
1749,0.673,19
1750,0.652,40
1751,0.672,49
1752,0.378,31
1753,0.723,17
1754,0.467,18
1755,0.496,18
1756,0.558,17
1757,0.86,17
1758,0.825,18
1759,0.678,47
1760,0.508,17
1761,0.603,17
1762,0.796,16
1763,0.666,17
1764,0.629,17
1765,0.871,18
1766,0.618,20
1767,0.739,18
1768,0.81,18
1769,0.454,18
1770,0.7,18
1771,0.787,18
1772,0.718,16
1773,0.851,17
1774,0.62,18
1775,0.639,17
1776,0.81,17
1777,0.601,17
1778,0.434,17
1779,0.775,18
1780,0.724,16
1781,0.735,19
1782,0.742,18
1783,0.576,17
1784,0.633,19
1785,0.631,20
1786,0.457,18
1787,0.843,20
1788,0.537,19
1789,0.482,18
1790,0.875,17
1791,0.451,18
1792,0.56,20
1793,0.803,19
1794,0.795,17
1795,0.804,18
1796,0.768,19
1797,0.475,18
1798,0.517,19
1799,0.527,19
1800,0.751,36
1801,0.569,44
1802,0.775,39
1803,0.59,34
1804,0.666,44
1805,0.616,17
1806,0.663,17
1807,0.755,19
1808,0.445,46
1809,0.526,41
1810,0.865,17
1811,0.908,17
1812,0.668,17
1813,0.678,18
1814,0.855,17
1815,0.552,16
1816,0.862,17
1817,0.581,16
1818,0.548,16
1819,0.718,17
1820,0.866,17
1821,0.538,18
1822,0.76,18
1823,0.603,16
1824,0.785,16
1825,0.891,19
1826,0.732,16
1827,0.692,17
1828,0.719,17
1829,0.535,18
1830,0.898,17
1831,0.677,17
1832,0.774,18
1833,0.753,17
1834,0.727,17
1835,0.486,18
1836,0.826,17
1837,0.513,18
1838,0.545,18
1839,0.556,20
1840,0.644,17
1841,0.753,16
1842,0.5,19
1843,0.532,18
1844,0.57,17
1845,0.696,18
1846,0.656,17
1847,0.57,17
1848,0.695,16
1849,0.324,19
1850,0.701,39
1851,0.845,48
1852,0.647,42
1853,0.668,56
1854,0.394,16
1855,0.674,52
1856,0.701,16
1857,0.74,45
1858,0.571,17
1859,0.808,17
1860,0.759,19
1861,0.604,17
1862,0.717,17
1863,0.472,17
1864,0.85,17
1865,0.69,17
1866,0.681,49
1867,0.817,17
1868,0.766,18
1869,0.811,16
1870,0.701,39
1871,0.573,16
1872,0.761,49
1873,0.738,16
1874,0.841,16
1875,0.564,16
1876,0.66,16
1877,0.379,17
1878,0.743,16
1879,0.75,17
1880,0.76,17
1881,0.646,16
1882,0.833,17
1883,0.364,17
1884,0.701,18
1885,0.733,19
1886,0.636,17
1887,0.481,18
1888,0.622,18
1889,0.512,17
1890,0.438,17
1891,0.575,18
1892,0.704,17
1893,0.538,17
1894,0.746,17
1895,0.791,16
1896,0.656,17
1897,0.789,18
1898,0.623,17
1899,0.778,19
1900,0.583,8
1901,0.718,44
1902,0.612,36
1903,0.733,16
1904,0.565,47
1905,0.696,16
1906,0.66,16
1907,0.587,52
1908,0.72,16
1909,0.631,16
1910,0.751,46
1911,0.803,15
1912,0.574,16
1913,0.74,16
1914,0.522,17
1915,0.78,16
1916,0.56,16
1917,0.743,16
1918,0.736,16
1919,0.851,18
1920,0.767,17
1921,0.675,16
1922,0.692,17
1923,0.711,16
1924,0.438,17
1925,0.841,16
1926,0.813,16
1927,0.605,17
1928,0.746,15
1929,0.729,16
1930,0.698,16
1931,0.833,17
1932,0.692,17
1933,0.506,17
1934,0.538,15
1935,0.725,17
1936,0.586,17
1937,0.747,17
1938,0.627,18
1939,0.657,17
1940,0.535,17
1941,0.815,19
1942,0.797,17
1943,0.694,18
1944,0.685,17
1945,0.684,18
1946,0.832,17
1947,0.698,18
1948,0.735,18
1949,0.55,17
1950,0.477,48
1951,0.677,46
1952,0.546,47
1953,0.771,17
1954,0.598,16
1955,0.755,16
1956,0.808,18
1957,0.382,17
1958,0.584,16
1959,0.664,17
1960,0.83,16
1961,0.631,16
1962,0.532,15
1963,0.64,16
1964,0.822,16
1965,0.641,16
1966,0.683,16
1967,0.436,16
1968,0.63,16
1969,0.712,18
1970,0.677,17
1971,0.622,16
1972,0.791,19
1973,0.77,16
1974,0.615,16
1975,0.748,16
1976,0.535,16
1977,0.605,16
1978,0.772,16
1979,0.678,17
1980,0.825,16
1981,0.803,16
1982,0.719,16
1983,0.715,19
1984,0.787,50
1985,0.67,17
1986,0.645,16
1987,0.583,18
1988,0.663,19
1989,0.58,16
1990,0.757,17
1991,0.697,16
1992,0.615,16
1993,0.566,19
1994,0.601,18
1995,0.74,19
1996,0.7,16
1997,0.762,16
1998,0.733,19
1999,0.691,19
2000,0.588,87
2001,0.705,83
2002,0.575,86
2003,0.612,93
2004,0.551,83
2005,0.573,76
2006,0.427,76
2007,0.489,78
2008,0.485,73
2009,0.502,83
2010,0.51,75
2011,0.578,83
2012,0.411,69
2013,0.573,4
2014,0.573,2
2015,0.344,2
2016,0.592,2
2017,0.386,0
2018,0.499,0
2019,0.417,1
2020,0.441,5
2021,0.386,0
2022,0.344,2
2023,0.569,3
2024,0.573,0
2025,0.417,3
2026,0.344,0
2027,0.658,0
2028,0.64,1
2029,0.344,1
2030,0.508,0
2031,0.421,1
2032,0.112,0
2033,0.112,0
2034,0.476,1
2035,0.417,0
2036,0.532,0
2037,0.588,0
2038,0.588,0
2039,0.588,0
2040,0.605,0
2041,0.532,0
2042,0.417,0
2043,0.666,0
2044,0.588,0
2045,0.625,0
2046,0.588,0
2047,0.437,0
2048,0.441,2
2049,0.588,0
2050,0.623,75
2051,0.648,80
2052,0.618,73
2053,0.515,85
2054,0.472,81
2055,0.255,82
2056,0.601,71
2057,0.743,84
2058,0.531,72
2059,0.341,1
2060,0.666,0
2061,0.511,0
2062,0.535,4
2063,0.658,4
2064,0.635,1
2065,0.635,2
2066,0.635,0
2067,0.658,0
2068,0.555,0
2069,0.555,2
2070,0.582,0
2071,0.654,1
2072,0.516,0
2073,0.605,0
2074,0.535,0
2075,0.603,0
2076,0.603,0
2077,0.395,2
2078,0.658,0
2079,0.173,0
2080,0.261,1
2081,0.462,0
2082,0.165,0
2083,0.516,0
2084,0.381,0
2085,0.165,0
2086,0.714,0
2087,0.381,0
2088,0.498,0
2089,0.498,0
2090,0.535,0
2091,0.387,0
2092,0.516,0
2093,0.387,0
2094,0.387,0
2095,0.62,0
2096,0.522,0
2097,0.553,0
2098,0.387,0
2099,0.558,0
2100,0.245,78
2101,0.512,76
2102,0.545,68
2103,0.621,71
2104,0.668,78
2105,0.592,82
2106,0.352,86
2107,0.631,65
2108,0.5,79
2109,0.427,80
2110,0.64,77
2111,0.574,67
2112,0.361,69
2113,0.674,0
2114,0.376,0
2115,0.571,0
2116,0.403,0
2117,0.739,0
2118,0.556,0
2119,0.727,2
2120,0.544,0
2121,0.544,1
2122,0.403,0
2123,0.514,0
2124,0.571,0
2125,0.674,1
2126,0.674,0
2127,0.303,2
2128,0.61,0
2129,0.321,0
2130,0.321,0
2131,0.321,0
2132,0.784,0
2133,0.706,1
2134,0.327,2
2135,0.597,0
2136,0.61,0
2137,0.407,0
2138,0.557,0
2139,0.704,0
2140,0.327,0
2141,0.452,0
2142,0.411,1
2143,0.488,0
2144,0.321,0
2145,0.682,0
2146,0.694,0
2147,0.554,0
2148,0.32,0
2149,0.637,0
2150,0.464,77
2151,0.74,71
2152,0.264,71
2153,0.646,76
2154,0.557,76
2155,0.427,80
2156,0.526,76
2157,0.603,72
2158,0.738,0
2159,0.629,0
2160,0.629,0
2161,0.492,2
2162,0.492,1
2163,0.403,0
2164,0.738,0
2165,0.611,0
2166,0.738,0
2167,0.738,0
2168,0.403,0
2169,0.492,1
2170,0.611,0
2171,0.609,1
2172,0.674,0
2173,0.582,0
2174,0.505,0
2175,0.505,0
2176,0.403,1
2177,0.562,0
2178,0.499,1
2179,0.609,0
2180,0.373,0
2181,0.571,0
2182,0.609,0
2183,0.571,1
2184,0.609,0
2185,0.596,0
2186,0.609,0
2187,0.611,1
2188,0.596,0
2189,0.221,2
2190,0.221,0
2191,0.221,0
2192,0.221,0
2193,0.221,2
2194,0.571,0
2195,0.609,1
2196,0.32,1
2197,0.696,0
2198,0.674,0
2199,0.696,0
2200,0.56,79
2201,0.573,70
2202,0.473,66
2203,0.666,84
2204,0.471,80
2205,0.714,55
2206,0.593,79
2207,0.386,72
2208,0.431,66
2209,0.691,65
2210,0.563,66
2211,0.632,55
2212,0.705,0
2213,0.534,0
2214,0.492,0
2215,0.55,0
2216,0.705,0
2217,0.705,0
2218,0.692,1
2219,0.533,0
2220,0.606,1
2221,0.65,0
2222,0.532,0
2223,0.38,1
2224,0.428,0
2225,0.705,0
2226,0.196,0
2227,0.532,0
2228,0.361,1
2229,0.725,0
2230,0.532,0
2231,0.532,0
2232,0.634,0
2233,0.508,0
2234,0.644,0
2235,0.505,0
2236,0.485,1
2237,0.705,0
2238,0.351,0
2239,0.485,0
2240,0.508,0
2241,0.485,1
2242,0.258,0
2243,0.508,0
2244,0.532,0
2245,0.505,0
2246,0.635,1
2247,0.644,0
2248,0.416,1
2249,0.351,1
2250,0.393,75
2251,0.394,70
2252,0.553,51
2253,0.492,56
2254,0.537,66
2255,0.597,52
2256,0.483,76
2257,0.533,72
2258,0.586,64
2259,0.256,79
2260,0.618,82
2261,0.497,56
2262,0.474,1
2263,0.529,0
2264,0.529,0
2265,0.529,0
2266,0.529,0
2267,0.731,0
2268,0.474,0
2269,0.486,0
2270,0.559,3
2271,0.731,1
2272,0.731,0
2273,0.731,0
2274,0.731,0
2275,0.731,0
2276,0.616,54
2277,0.731,0
2278,0.731,1
2279,0.548,1
2280,0.527,0
2281,0.518,2
2282,0.356,0
2283,0.518,0
2284,0.518,0
2285,0.518,2
2286,0.514,0
2287,0.579,1
2288,0.518,0
2289,0.514,0
2290,0.518,0
2291,0.579,0
2292,0.518,0
2293,0.579,0
2294,0.579,0
2295,0.579,0
2296,0.579,0
2297,0.548,0
2298,0.356,1
2299,0.356,0
2300,0.581,74
2301,0.416,73
2302,0.553,68
2303,0.578,75
2304,0.513,77
2305,0.42,79
2306,0.442,76
2307,0.618,73
2308,0.542,71
2309,0.559,82
2310,0.556,68
2311,0.519,79
2312,0.356,80
2313,0.731,79
2314,0.568,53
2315,0.59,3
2316,0.248,0
2317,0.547,5
2318,0.474,1
2319,0.523,3
2320,0.413,0
2321,0.83,54
2322,0.418,1
2323,0.523,1
2324,0.349,0
2325,0.523,0
2326,0.444,0
2327,0.474,0
2328,0.676,0
2329,0.699,0
2330,0.59,0
2331,0.767,0
2332,0.657,0
2333,0.523,0
2334,0.657,0
2335,0.767,0
2336,0.63,0
2337,0.356,1
2338,0.767,0
2339,0.709,0
2340,0.657,0
2341,0.746,0
2342,0.79,0
2343,0.66,0
2344,0.701,0
2345,0.66,0
2346,0.775,0
2347,0.676,0
2348,0.818,0
2349,0.686,0
2350,0.477,72
2351,0.389,74
2352,0.559,40
2353,0.668,71
2354,0.662,70
2355,0.743,71
2356,0.697,75
2357,0.636,65
2358,0.59,64
2359,0.618,69
2360,0.589,80
2361,0.354,53
2362,0.631,62
2363,0.522,72
2364,0.714,69
2365,0.521,65
2366,0.466,80
2367,0.413,84
2368,0.494,75
2369,0.514,70
2370,0.483,69
2371,0.56,0
2372,0.64,44
2373,0.713,2
2374,0.459,1
2375,0.535,1
2376,0.535,0
2377,0.535,0
2378,0.713,0
2379,0.559,0
2380,0.29,0
2381,0.535,0
2382,0.596,0
2383,0.726,0
2384,0.508,0
2385,0.676,52
2386,0.633,52
2387,0.432,0
2388,0.678,0
2389,0.524,0
2390,0.588,0
2391,0.477,0
2392,0.732,0
2393,0.733,0
2394,0.638,0
2395,0.666,0
2396,0.659,0
2397,0.775,0
2398,0.713,0
2399,0.616,0
2400,0.534,68
2401,0.687,80
2402,0.458,80
2403,0.459,76
2404,0.595,79
2405,0.446,80
2406,0.36,76
2407,0.518,73
2408,0.7,74
2409,0.678,73
2410,0.483,67
2411,0.685,67
2412,0.487,69
2413,0.643,70
2414,0.639,66
2415,0.432,67
2416,0.509,63
2417,0.545,65
2418,0.498,62
2419,0.417,51
2420,0.452,58
2421,0.492,51
2422,0.378,51
2423,0.703,50
2424,0.524,50
2425,0.616,1
2426,0.516,0
2427,0.531,0
2428,0.487,0
2429,0.531,0
2430,0.529,0
2431,0.598,1
2432,0.359,0
2433,0.424,0
2434,0.494,0
2435,0.63,51
2436,0.358,0
2437,0.323,0
2438,0.337,0
2439,0.694,0
2440,0.359,1
2441,0.359,0
2442,0.359,0
2443,0.421,1
2444,0.446,0
2445,0.359,1
2446,0.259,0
2447,0.512,0
2448,0.446,0
2449,0.259,0
2450,0.871,79
2451,0.603,70
2452,0.534,65
2453,0.468,64
2454,0.7,70
2455,0.568,71
2456,0.662,71
2457,0.451,78
2458,0.666,70
2459,0.49,66
2460,0.613,76
2461,0.568,70
2462,0.419,75
2463,0.544,72
2464,0.53,60
2465,0.564,60
2466,0.468,64
2467,0.449,60
2468,0.546,61
2469,0.561,67
2470,0.531,67
2471,0.433,79
2472,0.611,49
2473,0.318,64
2474,0.589,50
2475,0.824,0
2476,0.567,50
2477,0.383,50
2478,0.202,5
2479,0.359,0
2480,0.331,0
2481,0.857,0
2482,0.706,0
2483,0.236,0
2484,0.331,0
2485,0.639,0
2486,0.423,0
2487,0.757,50
2488,0.686,0
2489,0.742,3
2490,0.639,2
2491,0.519,0
2492,0.422,0
2493,0.758,0
2494,0.617,0
2495,0.615,0
2496,0.613,0
2497,0.626,0
2498,0.364,0
2499,0.407,0
2500,0.353,69
2501,0.617,68
2502,0.634,66
2503,0.666,71
2504,0.572,62
2505,0.589,70
2506,0.447,59
2507,0.684,71
2508,0.276,60
2509,0.372,59
2510,0.654,78
2511,0.545,80
2512,0.267,61
2513,0.434,69
2514,0.521,71
2515,0.638,59
2516,0.627,61
2517,0.467,75
2518,0.577,66
2519,0.463,72
2520,0.651,61
2521,0.53,64
2522,0.457,64
2523,0.501,56
2524,0.429,66
2525,0.474,48
2526,0.586,49
2527,0.345,48
2528,0.563,49
2529,0.616,49
2530,0.385,50
2531,0.671,49
2532,0.698,0
2533,0.411,49
2534,0.776,0
2535,0.555,0
2536,0.192,50
2537,0.634,0
2538,0.466,49
2539,0.768,0
2540,0.634,0
2541,0.634,0
2542,0.491,0
2543,0.787,0
2544,0.421,0
2545,0.744,0
2546,0.634,0
2547,0.688,50
2548,0.508,0
2549,0.433,0
2550,0.595,70
2551,0.68,48
2552,0.595,69
2553,0.466,71
2554,0.538,71
2555,0.214,65
2556,0.509,53
2557,0.504,68
2558,0.617,73
2559,0.35,77
2560,0.409,74
2561,0.524,61
2562,0.55,81
2563,0.519,47
2564,0.544,48
2565,0.459,65
2566,0.729,48
2567,0.567,1
2568,0.268,48
2569,0.513,48
2570,0.589,48
2571,0.624,48
2572,0.589,48
2573,0.606,48
2574,0.483,48
2575,0.694,48
2576,0.463,49
2577,0.688,48
2578,0.508,48
2579,0.542,48
2580,0.487,48
2581,0.634,48
2582,0.622,48
2583,0.527,0
2584,0.479,0
2585,0.642,48
2586,0.622,0
2587,0.507,0
2588,0.586,0
2589,0.605,48
2590,0.514,0
2591,0.581,0
2592,0.556,0
2593,0.313,0
2594,0.622,0
2595,0.489,0
2596,0.537,48
2597,0.87,0
2598,0.555,0
2599,0.364,48
2600,0.21,71
2601,0.763,77
2602,0.472,69
2603,0.667,64
2604,0.736,73
2605,0.777,67
2606,0.376,65
2607,0.524,65
2608,0.592,42
2609,0.476,73
2610,0.293,73
2611,0.643,81
2612,0.531,71
2613,0.534,71
2614,0.643,36
2615,0.556,78
2616,0.534,65
2617,0.457,63
2618,0.423,72
2619,0.674,78
2620,0.496,67
2621,0.512,65
2622,0.557,47
2623,0.675,2
2624,0.511,48
2625,0.599,47
2626,0.675,2
2627,0.576,47
2628,0.215,48
2629,0.581,47
2630,0.557,47
2631,0.57,48
2632,0.418,0
2633,0.724,47
2634,0.592,47
2635,0.694,47
2636,0.479,0
2637,0.572,47
2638,0.414,47
2639,0.533,47
2640,0.433,0
2641,0.465,0
2642,0.615,47
2643,0.478,0
2644,0.551,48
2645,0.598,0
2646,0.667,0
2647,0.517,47
2648,0.577,47
2649,0.504,47
2650,0.616,70
2651,0.573,58
2652,0.486,62
2653,0.614,67
2654,0.648,63
2655,0.413,66
2656,0.277,79
2657,0.36,74
2658,0.284,76
2659,0.54,61
2660,0.292,55
2661,0.61,74
2662,0.652,47
2663,0.507,58
2664,0.581,48
2665,0.394,47
2666,0.687,47
2667,0.595,47
2668,0.454,48
2669,0.754,0
2670,0.276,0
2671,0.543,47
2672,0.478,0
2673,0.532,47
2674,0.683,0
2675,0.233,46
2676,0.664,0
2677,0.326,0
2678,0.824,47
2679,0.636,1
2680,0.218,0
2681,0.339,47
2682,0.276,1
2683,0.17,47
2684,0.393,0
2685,0.607,0
2686,0.579,0
2687,0.659,0
2688,0.683,0
2689,0.579,0
2690,0.645,0
2691,0.393,0
2692,0.393,0
2693,0.922,0
2694,0.696,0
2695,0.436,0
2696,0.393,0
2697,0.659,0
2698,0.636,0
2699,0.645,0
2700,0.557,68
2701,0.622,71
2702,0.736,59
2703,0.609,59
2704,0.516,69
2705,0.573,69
2706,0.477,60
2707,0.645,75
2708,0.356,56
2709,0.624,74
2710,0.52,77
2711,0.557,75
2712,0.497,78
2713,0.446,72
2714,0.559,46
2715,0.264,64
2716,0.536,68
2717,0.548,65
2718,0.596,59
2719,0.445,66
2720,0.32,71
2721,0.553,74
2722,0.634,47
2723,0.67,46
2724,0.496,46
2725,0.566,47
2726,0.762,47
2727,0.643,46
2728,0.649,46
2729,0.47,46
2730,0.649,0
2731,0.282,0
2732,0.501,0
2733,0.406,46
2734,0.618,46
2735,0.617,46
2736,0.736,47
2737,0.465,0
2738,0.445,0
2739,0.473,0
2740,0.465,47
2741,0.473,0
2742,0.424,0
2743,0.603,46
2744,0.739,46
2745,0.702,46
2746,0.368,46
2747,0.568,46
2748,0.395,46
2749,0.434,46
2750,0.787,64
2751,0.664,66
2752,0.701,65
2753,0.639,67
2754,0.717,67
2755,0.345,64
2756,0.64,75
2757,0.516,59
2758,0.722,67
2759,0.578,55
2760,0.516,71
2761,0.504,70
2762,0.527,59
2763,0.489,75
2764,0.359,67
2765,0.42,71
2766,0.442,71
2767,0.223,73
2768,0.377,51
2769,0.635,46
2770,0.523,81
2771,0.716,46
2772,0.658,46
2773,0.499,46
2774,0.424,0
2775,0.632,46
2776,0.605,46
2777,0.627,46
2778,0.335,0
2779,0.412,0
2780,0.339,0
2781,0.718,46
2782,0.735,46
2783,0.223,0
2784,0.746,46
2785,0.412,0
2786,0.725,0
2787,0.223,1
2788,0.223,2
2789,0.686,46
2790,0.223,0
2791,0.647,46
2792,0.387,46
2793,0.223,1
2794,0.521,46
2795,0.546,46
2796,0.365,46
2797,0.609,0
2798,0.476,46
2799,0.364,46
2800,0.53,65
2801,0.577,57
2802,0.483,63
2803,0.5,60
2804,0.583,61
2805,0.426,55
2806,0.426,67
2807,0.575,56
2808,0.466,70
2809,0.326,62
2810,0.551,64
2811,0.604,65
2812,0.573,66
2813,0.251,70
2814,0.596,54
2815,0.465,77
2816,0.761,45
2817,0.453,56
2818,0.721,45
2819,0.555,45
2820,0.626,45
2821,0.516,45
2822,0.56,46
2823,0.601,45
2824,0.425,46
2825,0.682,46
2826,0.45,46
2827,0.704,45
2828,0.664,45
2829,0.532,45
2830,0.612,45
2831,0.374,46
2832,0.665,45
2833,0.595,45
2834,0.472,45
2835,0.711,46
2836,0.513,45
2837,0.631,45
2838,0.412,0
2839,0.457,0
2840,0.457,0
2841,0.412,0
2842,0.497,45
2843,0.482,46
2844,0.388,46
2845,0.58,45
2846,0.703,46
2847,0.71,45
2848,0.457,0
2849,0.645,45
2850,0.517,67
2851,0.269,77
2852,0.614,78
2853,0.167,67
2854,0.366,76
2855,0.547,55
2856,0.716,62
2857,0.293,69
2858,0.445,54
2859,0.514,64
2860,0.697,60
2861,0.599,66
2862,0.541,71
2863,0.515,66
2864,0.492,66
2865,0.689,64
2866,0.375,44
2867,0.701,60
2868,0.43,74
2869,0.725,66
2870,0.663,66
2871,0.548,63
2872,0.604,45
2873,0.519,68
2874,0.59,64
2875,0.579,45
2876,0.527,45
2877,0.166,46
2878,0.763,45
2879,0.511,45
2880,0.671,45
2881,0.695,45
2882,0.791,45
2883,0.641,0
2884,0.622,45
2885,0.566,45
2886,0.457,0
2887,0.222,0
2888,0.563,0
2889,0.727,45
2890,0.459,45
2891,0.753,46
2892,0.559,0
2893,0.438,43
2894,0.428,45
2895,0.423,45
2896,0.351,44
2897,0.59,45
2898,0.653,45
2899,0.671,45
2900,0.448,70
2901,0.384,71
2902,0.482,66
2903,0.392,70
2904,0.579,55
2905,0.548,53
2906,0.306,66
2907,0.597,65
2908,0.509,66
2909,0.555,60
2910,0.351,43
2911,0.481,61
2912,0.426,61
2913,0.497,62
2914,0.436,67
2915,0.561,63
2916,0.469,69
2917,0.774,76
2918,0.572,62
2919,0.486,62
2920,0.576,62
2921,0.67,45
2922,0.462,45
2923,0.445,66
2924,0.618,0
2925,0.432,45
2926,0.442,44
2927,0.68,69
2928,0.355,75
2929,0.346,44
2930,0.45,44
2931,0.56,45
2932,0.783,45
2933,0.731,45
2934,0.373,44
2935,0.462,0
2936,0.562,44
2937,0.526,45
2938,0.648,44
2939,0.497,44
2940,0.776,45
2941,0.334,1
2942,0.457,45
2943,0.349,1
2944,0.471,44
2945,0.755,45
2946,0.366,45
2947,0.714,45
2948,0.499,44
2949,0.599,0
2950,0.596,68
2951,0.779,66
2952,0.438,72
2953,0.699,76
2954,0.467,77
2955,0.51,74
2956,0.366,60
2957,0.451,75
2958,0.394,76
2959,0.412,75
2960,0.369,44
2961,0.521,77
2962,0.622,68
2963,0.404,61
2964,0.462,69
2965,0.628,44
2966,0.558,57
2967,0.567,70
2968,0.592,60
2969,0.407,56
2970,0.381,43
2971,0.592,44
2972,0.49,66
2973,0.475,44
2974,0.697,44
2975,0.599,44
2976,0.46,45
2977,0.616,44
2978,0.703,44
2979,0.6,44
2980,0.623,44
2981,0.38,45
2982,0.518,44
2983,0.599,45
2984,0.77,45
2985,0.65,44
2986,0.448,45
2987,0.596,44
2988,0.371,0
2989,0.646,44
2990,0.744,44
2991,0.396,44
2992,0.746,44
2993,0.58,44
2994,0.57,44
2995,0.49,44
2996,0.628,44
2997,0.435,0
2998,0.557,44
2999,0.485,44
3000,0.588,87
3001,0.87,79
3002,0.575,86
3003,0.612,93
3004,0.695,86
3005,0.773,81
3006,0.556,85
3007,0.496,83
3008,0.855,76
3009,0.7,79
3010,0.729,70
3011,0.485,73
3012,0.51,75
3013,0.568,3
3014,0.573,2
3015,0.663,3
3016,0.417,3
3017,0.592,2
3018,0.344,2
3019,0.417,1
3020,0.386,0
3021,0.499,0
3022,0.476,1
3023,0.64,1
3024,0.532,0
3025,0.441,2
3026,0.441,5
3027,0.573,4
3028,0.573,0
3029,0.588,0
3030,0.75,0
3031,0.508,0
3032,0.417,0
3033,0.532,0
3034,0.344,1
3035,0.588,0
3036,0.417,0
3037,0.344,2
3038,0.386,0
3039,0.588,0
3040,0.663,2
3041,0.344,0
3042,0.588,0
3043,0.588,0
3044,0.588,0
3045,0.666,0
3046,0.354,0
3047,0.421,1
3048,0.516,4
3049,0.354,0
3050,0.705,83
3051,0.489,78
3052,0.427,76
3053,0.623,58
3054,0.578,83
3055,0.587,0
3056,0.587,0
3057,0.587,0
3058,0.7,0
3059,0.502,83
3060,0.737,4
3061,0.737,3
3062,0.737,4
3063,0.7,0
3064,0.7,2
3065,0.7,0
3066,0.7,2
3067,0.608,3
3068,0.341,1
3069,0.678,1
3070,0.678,7
3071,0.678,4
3072,0.569,3
3073,0.598,3
3074,0.589,0
3075,0.37,2
3076,0.58,0
3077,0.112,0
3078,0.499,0
3079,0.577,1
3080,0.37,1
3081,0.577,1
3082,0.421,1
3083,0.421,0
3084,0.577,1
3085,0.574,0
3086,0.421,0
3087,0.625,0
3088,0.498,0
3089,0.389,0
3090,0.437,0
3091,0.37,0
3092,0.577,0
3093,0.394,0
3094,0.58,0
3095,0.112,0
3096,0.565,0
3097,0.568,0
3098,0.813,2
3099,0.498,0
3100,0.551,83
3101,0.418,75
3102,0.615,73
3103,0.37,3
3104,0.411,69
3105,0.666,0
3106,0.635,1
3107,0.535,4
3108,0.318,0
3109,0.318,0
3110,0.635,2
3111,0.658,4
3112,0.5,0
3113,0.318,0
3114,0.5,1
3115,0.635,0
3116,0.727,0
3117,0.379,0
3118,0.658,0
3119,0.555,2
3120,0.658,0
3121,0.658,0
3122,0.555,0
3123,0.603,0
3124,0.654,1
3125,0.516,0
3126,0.553,1
3127,0.605,0
3128,0.173,0
3129,0.165,0
3130,0.389,0
3131,0.605,0
3132,0.5,0
3133,0.535,0
3134,0.518,1
3135,0.516,0
3136,0.535,0
3137,0.379,0
3138,0.165,0
3139,0.516,0
3140,0.261,1
3141,0.395,2
3142,0.403,0
3143,0.403,0
3144,0.524,1
3145,0.603,0
3146,0.387,0
3147,0.387,0
3148,0.387,0
3149,0.387,0
3150,0.648,80
3151,0.618,73
3152,0.883,62
3153,0.774,57
3154,0.515,85
3155,0.601,71
3156,0.841,68
3157,0.671,72
3158,0.472,81
3159,0.529,0
3160,0.529,0
3161,0.494,0
3162,0.695,0
3163,0.554,0
3164,0.728,0
3165,0.671,0
3166,0.494,1
3167,0.695,0
3168,0.695,0
3169,0.554,0
3170,0.695,0
3171,0.695,1
3172,0.695,3
3173,0.728,2
3174,0.695,0
3175,0.695,0
3176,0.494,2
3177,0.695,0
3178,0.693,0
3179,0.693,0
3180,0.693,0
3181,0.728,0
3182,0.693,0
3183,0.728,0
3184,0.671,0
3185,0.728,2
3186,0.671,0
3187,0.693,0
3188,0.318,0
3189,0.318,2
3190,0.511,0
3191,0.318,0
3192,0.37,0
3193,0.582,0
3194,0.318,2
3195,0.318,0
3196,0.462,0
3197,0.381,0
3198,0.381,0
3199,0.553,0
3200,0.623,75
3201,0.331,82
3202,0.621,71
3203,0.641,66
3204,0.59,69
3205,0.362,68
3206,0.953,64
3207,0.561,65
3208,0.522,76
3209,0.694,67
3210,0.585,75
3211,0.631,65
3212,0.472,68
3213,0.64,77
3214,0.804,70
3215,0.567,62
3216,0.592,82
3217,0.743,84
